Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
Monte Risaia,"59 Duxton Rd, Singapore 089523",1.2779991,103.8431393,"Japanese, Italian",ATtYBwJHwEkXaj-0GSlXtkarEtJjuQ-IwAFjWFo23WksGy38biltGaZ7dDJcU8P6ZkIZqWKHM5qjgoIJOC5Zpjjaa1AgIYWSLaBJd9YX0-yr7jMe0lbashFnjkk9zztDodCgYuIt2RbnaMgemQPLL3IvqM-trXrla4WsLovYf9zPCYanACfk,https://www.google.com/maps/search/?api=1&query=Monte+Risaia
Monti,"82 Collyer Quay, Singapore 049327",1.2846419,103.8540406,"Modern European, Italian",ATtYBwKFv6YD4plIMcS9k9mn3y5VSTLy9K5HP0tj7RoSfwJj9BLhyRB8RV7RvTWSuU9FETiCNFS8Ji3zRezdsVj9DPVIqw8YGAnt7ItQSLwD2X3zUloypZ5Ge-gQD2XfaALfjPm5EICs6taGbek7LJn5N9C5JDlL3zzAStPV7h8bIjhqraoF,https://www.google.com/maps/search/?api=1&query=Monti
Monzen@Gardens,"1 Maju Ave, #01-09, Singapore 556679",1.3650428,103.8651508,"Japanese, Fusion",ATtYBwJLdWCR5bgvf4HFIAlHDIQaBHcdEfCY_OJY1kUFfTiWY7K8nmj8F8aOcwZagJP8awIvlOuheHyMBDKptRYaoggE4FLL6SEovV3wVgSwfz41EiOiHtQ09-oMVlMAhHi8JSOB_Wd7RGLJEN3aCpzFtzHAOLdYxxm795tyhoUcVc_1O400,https://www.google.com/maps/search/?api=1&query=Monzen%40Gardens
Moosehead Kitchen and Bar,"110 Telok Ayer St, Singapore 068579",1.2821317,103.8482501,Modern European,ATtYBwKgE2ArwXPgNyk_wNv-8i2xIiDy5GojNgk46eNJ405JtDsR-VYtDgszubSCroX5QKrv5UQYIECghhRBevwvHwdj07yD1jgiDqz6vop4NX_O25hXTxJgLxePL4zb8cRJjiYx0zqM3LA3w8g3crQgocze6fCs5E_PwtcAw-_AhGq_hw4K,https://www.google.com/maps/search/?api=1&query=Moosehead+Kitchen+and+Bar
MooTeow Chilli Beef Kway Teow,"E Coast Rd, 394 396, Singapore 428994",1.3087095,103.9117255,"Chinese, Local",ATtYBwKKSM2W1IWkQBku8fMJJT7iYMvyPFJlbvmL1-s7c0ghHIjgTe4NtM4h6pkl_6sXkE5mjigs3I7301Upw-9wxvTD9EomBMzdKEu9GC1ejUx18QbOskeSCMZDvow4qKy6xdLKfV_LrjINxjGiFm8yN_44jQ-SB6mD7rC7Cg-7rOWjVgrA,https://www.google.com/maps/search/?api=1&query=MooTeow+Chilli+Beef+Kway+Teow
Morettino Italian Café & Bistro,"100 Tras St, #01-04, Singapore 079027",1.2749455,103.8434094,"Bar, Italian, Cafe",ATtYBwI39WaJEdsoaXV_DLqii5V77Lsu2f71fyRUFTbkReMus6qjF0SfxyvjedF-GKBOd1qPYCRigOjFKUxJM1BusO1b3bOQ6a1EqnBqGvTNLsE7U2IzXrnPM7nTuB7mKWls23oH2_GkwzrBBrdOJUCyUOjIFFqjvhOFnie85tMBNaLmnKjD,https://www.google.com/maps/search/?api=1&query=Morettino+Italian+Caf%C3%A9+%26+Bistro
Morganfield's Suntec City,"3 Temasek Blvd, Singapore 038983",1.2943939,103.8602506,"American, Bar, Australian, BBQ",ATtYBwLZ6NTli8hiUuRbLyaR81cbv4--mgPYn-7tN2Y_PeM6_lYjOPVvVOVSiHAsjZdA7-3w1Ab9ikzEZCeGnO6uMvLPU7Yc3ygumwWO2Dvb24nW5ABurBxLWalvcMWnCrBLSJVj2ceFD9R9k-hm6CD6fvIyf5zpfAZhLX_kjTsO_6HzqSAf,https://www.google.com/maps/search/?api=1&query=Morganfield%27s+Suntec+City
Morsels,"25 Dempsey Rd, #01-04, Singapore 249670",1.3058011,103.811817,Fusion,ATtYBwIL3rS38Ircq8QdebX5zfi1aFKYRNBrc9RIX0nT-Mb5C4w2tyOKJUzarRgV0e4imLdTFopI-TwRWkdbv3ntMVjfQGQbtuh6ZJ9W0bCFZe9pY3sfOKOguyxpt4AqlN8_wCn7xZvgHSpk0Maca_0GuBaqYoIcJUNRjm8_HWJW3NE1RtjM,https://www.google.com/maps/search/?api=1&query=Morsels
Morton's The Steakhouse,"5 Raffles Ave, Fourth Storey Mandarin Oriental, Singapore 039797",1.2903453,103.8581242,"American, Bar, Steakhouse, Vegetarian Friendly, Cajun",ATtYBwJe8Xq5mGjE2nJa5t-YfV3MZyKBNyQ0gbLh33r9ClIXkvLzZQH8fJhP-NAwSa2LJJWnrLMqqXbbabwMraZb-GXTmfpHPGHz0Z30FxlB33Y9O6lbRoLJnfE1RfM6hHRE9XfuW-TAh1zDUrzz3c7lUf9YyvrTWXQ0ERNFMN6MZQldfQYY,https://www.google.com/maps/search/?api=1&query=Morton%27s+The+Steakhouse
Motorino,"3A River Valley Rd, #01-01A Merchant's Court, Singapore 179020",1.2902826,103.8451049,"Italian, Vegetarian Friendly",ATtYBwK2XRRYeZ8z4gfClq3lSHLLih-xGzbQttByXFJKdLFdDTc8GIuJQW6JyR_NI7TYGZEv2AMVQ2AcyMmS9ofikv7SgQKevYRMlOBnB6ocijFq1K_YQ8zHr3nGt9vLVtMLAI2dHa0LAuYRd5K7zx4IjdzLnbLB9PPDDLDDk9R1XeUIi2lQ,https://www.google.com/maps/search/?api=1&query=Motorino
Mouth Restaurant,"38 Maxwell Rd, #01-01/02 Airview Building, Air View Building, Singapore 069116",1.2790798,103.8451254,"Chinese, Seafood, Vegetarian Friendly, Dim Sum, Zi Char",ATtYBwKLFUruLJg6OIuv3YdC3wUU1GL18LM2bgFepc3rw-aRqyHG8Z0EBEkGDhDK7OQG-KCxug-lmYRDucdxi4-pYsmTg8TvGjhHIblKY5jxI3DtAEj5fGUQ-dFK7CKQRb1Np6R3H7sOkHHNGrqmVLLAzTaU4NSLl1VTsNMIbh2NUALNiubH,https://www.google.com/maps/search/?api=1&query=Mouth+Restaurant
Mr Biryani,"32 Norris Rd, Singapore 208274",1.3079071,103.8539525,"Indian, Vegetarian Friendly, Local",ATtYBwKz0xtFxZe4oXvmzeyF1wf9Qsn9HDoOxvb6Fp5y1BF_5nXAOpdlSEE5B29j9nRL2PI4NJvvTqnj6H43qkzAzvyd0hL79-TM57goNGpG9QwyS-kjtemcvQX0_BUykaGMclire0fU6HxmJA50v6gEd2OJVOZvZ8A70WfRUx4JntndVsc,https://www.google.com/maps/search/?api=1&query=Mr+Biryani
Muchos,"3D River Valley Rd, #01-04, Singapore 179023",1.289819,103.8457097,Mexican,ATtYBwIRaGqriZ5RAk9zn3wLtUQERpRngrtH79laY4DALdF7ghvGyWBo3pwGHdFmYbxw19iG25jc-AXlfu3Vvv44OvAxODYkfiw72W_JcJ-aAyZPg6xr6P5oMvkocu9IesS0pOKOT3fEFLEFrR1MFjEw0zcZUtg4zT9aHI3hYd_nF-sK0bPY,https://www.google.com/maps/search/?api=1&query=Muchos
MxG Classics,"83 Circular Rd, Singapore 049435",1.2873385,103.848832,"Chinese, Fusion, Local",ATtYBwJOzqokuFDWaxtpF1PmQxTS2J_SKgJdFK0FyWFU-lHG5BQLCIQdUtu4bJDJXExpMgaTzCOGHlIxVFDfoMpn-FKcI5B3rlU2KFzGMWhe6VfyU81r3k3ZVQ06TgTDauE6UD-wvQeLMpZBl80opBUPejuLfhSFVateTe2yoJl-n-cN4zt8,https://www.google.com/maps/search/?api=1&query=MxG+Classics
MY Cafe & Bar,"207, 01-02 Balestier Rd, 03 BT Center, Singapore 329683",1.3210106,103.8525798,"American, Bar, All-Day Breakfast, Vegetarian Friendly, Cafe, Pizza, Burgers",ATtYBwLXEiIWfaaNBYtz_ah6G4qT3D1o0i-GYO_fABtGvs08A23ducs4zQXZiGA0hsSRVuLcxp5ssKZxKCunKa5M1DVMH8t6N7FjSp7-qxBYfL_Ij9959_4ctUkf_2RyLu7-N3IZCa91YhoRqf2eQYOItmzmC-2l2oTOz6ONDuqEZIArYH-m,https://www.google.com/maps/search/?api=1&query=MY+Cafe+%26+Bar
My Little Spanish Place (Boat Quay),"54 Boat Quay, Singapore 049843",1.2872065,103.8493309,Spanish,ATtYBwLwzB-5ZlDQID_mgLCdoSZhVMkUNgu9M-MjKe4EFYiy19oajYWavYePOrqmnl5N4qEQFvRIAOvzc7a-yP0hcXTXdaaCvJ6aojGXs_BHKuekJI_32KR4LQJx12lz9aSe5Vtm__RTTH5pegLc2DEiQTVdKHBhFW-iE4GDRXHJaA6eirMK,https://www.google.com/maps/search/?api=1&query=My+Little+Spanish+Place+%28Boat+Quay%29
My Little Spanish Place (Bukit Timah),"619 Bukit Timah Rd, Singapore 269720",1.3244551,103.8093806,Spanish,ATtYBwK0dDL0FZFPgWnPA039CBq3hdbhjo6oJuWW7Gr8zofR6pPND3Gl4c-Lpu0LnxTKSn7psNrovp5CVK_JB3auimiuQ_q3NSeSHFgH3cR0Jl0GxH-qQr2cx8NYFGI2BDuEEyc8NPG1ftx1wARwx-eMqXBvAU1oDwdOVx8JluleMdG-Hg_b,https://www.google.com/maps/search/?api=1&query=My+Little+Spanish+Place+%28Bukit+Timah%29
My Little Tapas Bar,"14 Ann Siang Rd, Singapore 069694",1.2811538,103.8455233,"Bar, Spanish",ATtYBwI3B2ASQ5FI2sfZ-aQznRCaieSmHho0akuxq4uj8ypCR5k1d49sJESIodCljvkZ_bpO4tVFYqolH48JJAxzwLfwevsvbOWACg2J0WOpE0dHrUSK0A6mSB4OqD8jUnmRXWnDH3jIYLecREFacciiq3kHSUkau-bkGMSmmESMojX4NN7d,https://www.google.com/maps/search/?api=1&query=My+Little+Tapas+Bar
Naga Imo,"82 Club St, Singapore 069450",1.2819632,103.845599,"Bar, Japanese, Vegetarian Friendly",ATtYBwJsklCMVYl7zsd7aHNHgwQBMK7WgConzsepJt0RTtEP8h9fao4NY8IDMW6QR6Q6m39JEW6hi0hQ87FvoClT5c2zBsA1nEG54YgZ2yECaNy1jsSA4_jIspNIHeoxGZWoLxxNpDb8kyta1ZENwC6Zz-OpF8D_JPxw2q41tA9G6qCNmamk,https://www.google.com/maps/search/?api=1&query=Naga+Imo
Nalati Restaurant & Events,"Nalati Restaurant & Events, Level 1 & 2 ,Republic Plaza 1, 9 Raffles Place, Singapore 048619 (Walk in via, Raffles Place, Distrii Main Entrance, Singapore 048619",1.2832744,103.8508826,"Chinese, Fusion, Local, Zi Char",ATtYBwIustCZMN04afJtIZ39ls5X4BOED1DclXpJeiRYSMxuvb-N2AGPwDN0zfnPr5np0hSlg3pgF1CDAYtBzCidkUJQarphU4hMitEBUZDgU_9UK9ML0p7Qhqv9rtD1KsIO93H_jKBk_wTxxWO36TB3OBXVobJjtLGf35p_yGZI6oDIRrCU,https://www.google.com/maps/search/?api=1&query=Nalati+Restaurant+%26+Events
NAMI,"Innovation 4.0, 3 Research Link, #01-01, Singapore 117602",1.2942928,103.7757522,Japanese,ATtYBwI2rqPMzUhrNDvScd1evAICn1KZN2YoJMiVzX3Qdxu-e9ZMBoCGvlN0rDQiTTXEqbd-6M2QgDIRFW0i22wj67SLGoeWEYYVgNfPKSjNGr4ZsTqj72bukBXPEWmNmAaVzmKsb4mLQpYh0Bs74mSJkmSccbQgVOUo29ZYoLfoNSTNurh8,https://www.google.com/maps/search/?api=1&query=NAMI
Nan Jing Restaurant,"500 Jln Sultan, 01-10, Singapore 199020",1.3056188,103.8603467,"Chinese, Seafood, Local",ATtYBwJbwH5fuMaYjnY1QNUC6RXx2IFunKARbk4gWUoDfqPTcFCNFNQbojpQSt4lkwRnEwRgV_Tf2XdOu-rz4OoSZ784DGHKArUJRPsGL2Fw91u_zS8ktOfxf7Vk-sua6109nx0d20PtzW0DMjKRqh6_5XBN2fhlzAnSM7b_CLSOiqZ3G73g,https://www.google.com/maps/search/?api=1&query=Nan+Jing+Restaurant
Nanami Izakaya,"8 Enggor St, #01-04, Singapore 079718",1.2745,103.844768,Japanese,ATtYBwIR0d_pWtQZPw1FJNZSeKi0sdjFwpTMJbhxnCvzjGusT9dsnhKpvsjDAeomE05MHQmmtbWuPk-jPYpAWLWUEWyMUVoWCUqnoElUJFBInPm4ylbFv80O-NPK2ZN5nsKhcf8cOMS-Ic-I7T4FRHkzcSNvdW99O6nHWTbwkDwd5IA9lwso,https://www.google.com/maps/search/?api=1&query=Nanami+Izakaya
Nanbantei Japanese Restaurant (Chinatown Point),"Far East Plaza, 14 Scotts Rd, #05-132, Singapore 228213",1.3070083,103.8333386,"Japanese, Vegetarian Friendly",ATtYBwJdg7araO9oc0Tus1NtPXHV0Fz6PD6sqYBecH1jl-70sQw_vlXzAHw7NLV_NiL12guj0ysMgsp-zIrudzZdOYJjMpgAIfhgCC8Ahv6kx9m98G8KpAy37P25oe3NfpC6YgQ-tWHq-cXMXkfOwxOVPFYSZ7S7sHTfi4Prtw6O_LZlees5,https://www.google.com/maps/search/?api=1&query=Nanbantei+Japanese+Restaurant+%28Chinatown+Point%29
Nanbantei Japanese Restaurant (Far East Plaza),"Far East Plaza, 14 Scotts Rd, #05-132, Singapore 228213",1.3070083,103.8333386,"Japanese, Vegetarian Friendly",ATtYBwKwo0l920qCVgkhpXVn5tx1aBEXz066zg0KO-SG9FbL3Go97D4N-odH8_XEpENiAXLq_J9b4uYfSf5dZFoEw7NFLOGJVRT6Qj4gLJusvRo-YP-nK6eyDG1kBFtOFIM5WnBRrLznMFqhgQHEK02NwYiFx0RIYkmCDlZYUm5lOl8A9Gvo,https://www.google.com/maps/search/?api=1&query=Nanbantei+Japanese+Restaurant+%28Far+East+Plaza%29
Nanjing Impressions,"68 Orchard Rd, #04-46 51, Plaza, Singapore 238839",1.3003865,103.8452082,"Chinese, Dim Sum",ATtYBwL6CtrHaPBvTxOq1CknoBcgyLD8XHloS2J3t0PJ8JmgzkYmFosOPuj4EzE_2G_-RPBXMRkrp0VmkxycMf6bqL513qy_LLFwMOBOn8Qis7bDYIgH417X_pgVn1tEUKX4wTwix0dQ-gD5cLVZFpNjCIxS5g_HjhcoKJg2QkYMzaqDk5ME,https://www.google.com/maps/search/?api=1&query=Nanjing+Impressions
Napoleon Food & Wine Bar,"206 Telok Ayer St, Singapore 068641",1.2800329,103.847112,"Bar, Modern European, French",ATtYBwLD0MdgY0yD-SLk6fCaiMAhdmIRRJMpBE_gaYUYLkDtl893vzgX0X5PQWdEljJguvsE_nFLwkzOZlx_s5rXp4yeqv5gFUMHNJBhHmVLh9ptZOBKIF529LUk-_puBiJmLns40oT-d6LOf7IkBuU5U6Z-jmRGVQMoCFl5fh0eWRAw8Cd9,https://www.google.com/maps/search/?api=1&query=Napoleon+Food+%26+Wine+Bar
Nassim Hill Bakery Bistro Bar,"56 Tanglin Rd, #01-03, Singapore 247964",1.305657,103.8231126,"American, Seafood, All-Day Breakfast, Cafe, Pizza, Burgers",ATtYBwKIH32ZbzMe8tpZvvblkHKxJ_st2wJG_OHVvKYVAL6W-CuAmpshf5wEBGya0UO86s8KpodOhLC00iv8CFXO-bT-JWSwTix4snMELxULHx78gzzp1gohrCt3GCj3EJxo8KZYDvW3qjv-v60PVgfOWdzJVT5rdV7H5hB7AcN2aGYulfBW,https://www.google.com/maps/search/?api=1&query=Nassim+Hill+Bakery+Bistro+Bar
National Kitchen by Violet Oon (National Gallery),"1 St Andrew's Rd, #02–01 National Gallery, Singapore 178957",1.2906056,103.8519111,"Local, Peranakan",ATtYBwKPdkW_25rQMSgS_RyocEFvrQRyzJnS4CwBP0kqBYU3ScjFnwN-8em_O4wQH6Y2BuS7GSU3KLGwTNeXBeUzkskV6IKah1vVk1K837zvtqD10NGJT85ppkvUR5uCTLfUpifEsV5VWiw1XdXUQnoK-xzhgnaMezGRHipiEEYcsKi3LhGJ,https://www.google.com/maps/search/?api=1&query=National+Kitchen+by+Violet+Oon+%28National+Gallery%29
Native Kitchen,"10 Artillery Avenue Sentosa Island, Village Hotel at Sentosa Lobby Level, Singapore 099951",1.2522778,103.8199455,"International, Local",ATtYBwKGIJ7hiMg37u1i-MtyyBfDv9Ms-6MhIh7BlYYxBCm7aKbYeqjPlJP36ox0pSDPy3wnLGNftbSe9n2P6sU0gdZRsberF_M017o-xAq2WPioZJ79elt1xqoA2_oON5u2RiBtuCXnVNaJNVr5hKKf4yqyHQFE31XFSl-7NMQ0veXpiLDG,https://www.google.com/maps/search/?api=1&query=Native+Kitchen
Neon Pigeon,"36 Carpenter St, #01-01, Singapore 059915",1.2880169,103.8477094,Japanese,ATtYBwIxViPNmt1ILthfqce9Fh41R85hk6vuVujCY7MB0sqRVdHNzlwwJO9kPO2AMhRsSnNCYafgf5VNOr2q0Wriyb4_yIpKFQ1qPBJmswbfWC13TLxN4ro4nIk1s4YXFp8Z1T7KaKFN0_1iBo7k6-oBIW4ba0NU0uIh5f8fmBHRXx_khh26,https://www.google.com/maps/search/?api=1&query=Neon+Pigeon
New Fut Kai Vegetarian 新佛界素食,"282 Jln Besar, Singapore 208945",1.310518,103.8587644,"Chinese, Fusion, Vegetarian",ATtYBwLdawV6RmiUezUm1vZy_Iqst1CvDO43Hatk8eieWyY07FfBtgYsLIMt1Po732xxceb4nxR3vsLjKJn6Pj5ydWgEbKFLBnehH1gC_LcqxzufxYy9v6tfg7YIa4puyZH8FfFuDGpmuGd8iDKzvOGMAxMz-nNLtIAr-Gbva-JIO8eBlY_W,https://www.google.com/maps/search/?api=1&query=New+Fut+Kai+Vegetarian+%E6%96%B0%E4%BD%9B%E7%95%8C%E7%B4%A0%E9%A3%9F
New Ubin CHIJMES,"30 Victoria St, #02-01B C, Singapore 187996",1.2953653,103.852459,"Seafood, Vegetarian Friendly, Local, Zi Char",ATtYBwK8bJymfbFM-igm2POnj1PKGRefcbPh4i7PS6-TuD6umGQ_3-nOtsguP85FAG-YIFJRMfK0GqKjgxciE6W-qb71EAsy7CmMuR33Ar8DLFudM9oOwNj-CFXoXAR2GOtOZkRk-fKwK8P33tpBVShO9Mzit4Mk5eSGnpqC813JPIrEU9g,https://www.google.com/maps/search/?api=1&query=New+Ubin+CHIJMES
New Ubin Tampines,"18 Tampines Industrial Cres, #01-16, Singapore 528605",1.3753869,103.930532,"Seafood, Local, Zi Char",ATtYBwLGrwu5nNGN8iQf84vbgZbm5FgxTehhZEv1HYWRj4NoaCWlUgFCD_lsphPtqnK1qYSZ_9K68WP3YKGTp596EBPsiEquKbwEPcL5aF9doCWLjcAU3Q3SIrhFidfroo9Si06nXF1p75Z8xl5oKgAd7zFOimMZza6hvIWzfylO9QugZ6ag,https://www.google.com/maps/search/?api=1&query=New+Ubin+Tampines
New Ubin Zhongshan Park,"16 Ah Hood Rd, Singapore 329982",1.3274087,103.8466301,"Seafood, Vegetarian Friendly, Local, Zi Char",ATtYBwJXxrdZ_btxVm-CtNn5XUgX1BWDSkBewyrgGEHVqCdIcBoJ0SSzsHBLqyH7pZqmkimFC2fP_gfPC2MPrATwc1y5CkgPMVWmGRBTcDk4O7PLiI-xkZbZAIiUO2i3Eu3fbaaVf_0IVW5wmOharpezKVHzgPJ1-h2ifsuckLpLAZhsUPX3,https://www.google.com/maps/search/?api=1&query=New+Ubin+Zhongshan+Park
Next Door Spanish Cafe,"699 E Coast Rd, Singapore 459061",1.311963,103.9222771,Spanish,ATtYBwKrR2JpTKYigXm6KwXYaL7as0MMOBXcXdVIcriwY7cU0LX0lPiRRk_x3EpDtZdu0KxYeN1wqAbnrUXze3FYip3IEf2vK9Xw2aS2JyOJd9ej39eXZtEXxuCIRF4n9QuiHoM41Kes0xtbwBynXwYB8BFRjieZC4riVxkt6VI4pme-YNpv,https://www.google.com/maps/search/?api=1&query=Next+Door+Spanish+Cafe
Ni Pang Zi Grilled Fish,"45 Boat Quay, Singapore 049834",1.2867872,103.8494416,"Chinese, Steamboat, BBQ",ATtYBwK4yPzdRTtwPeY2BRpIs8ojLJk-Z9HdS0gItRHdJcSPWM9tFrEb53igVu7IPXNiG14TT3qHm6u3NMfZzvX_N7FBtAQ79RgUYdc_qvI1XarIMsu2NTHMsuHGGToqfuY4K3JWHK63tnraKx1rjVbWdvZG-ATmWYd9ypqsqo-N5Zq25YIF,https://www.google.com/maps/search/?api=1&query=Ni+Pang+Zi+Grilled+Fish
Nickeldime Novena,"275 Thomson Rd, #01-01, Regency 307645",1.3207968,103.8418263,"American, Australian, British, Cafe, Pizza, Burgers",ATtYBwIH1nkLnsECbiY0rqSCp13kuunxi1YTMLwBzAJg6s5sAxCaQTGpLsUVRp9ZJs8oFg5QEpROPUBwoCaqJNsMZ96kV-FwO8897IoCEP7OYl586W1ygA6mUw1LP6ke_mBqY7eeOQTqz24EXQ354uz_wkxz-8BX6kJyStIAH3dGSXYlXSBm,https://www.google.com/maps/search/?api=1&query=Nickeldime+Novena
Niku Katsumata,"47 Duxton Rd, Singapore 089511",1.2784302,103.8433621,Japanese,ATtYBwKbPEnyZcrCrf7bRDiITjD99AFiM8ZYCjuwYYKl0501bfDJutQPBlpVyukkeFgW7YZFlzR3yxVdAVudVjRRE7cCNegPvn9YS7cgzo8T01RWaWsBhgBakNU9Jgp0siFFgBhzgH7ePjqwYqwGD88Ua273XEiiTHDs5qXXUXREv1e2707E,https://www.google.com/maps/search/?api=1&query=Niku+Katsumata
Ninethirty by Awfully Chocolate,"131 E Coast Rd, Singapore 428816",1.3061111,103.905,"Bar, All-Day Breakfast, Cafe",ATtYBwJ2_0VkLQlYmc8oSgkaI8UuA6SdUm6CAtHAXdzgggARF-_cpWsnrez1UHtKm1NHLbl89m-wzvJGz-hR95arCVuNmpHcuhAYnQGbxrbGAkXKQjVCF9_4mlzFeXMt4RvWdT6-GlJJh-IGUWqBj2lw15t8H1iWDvMRuGWa_AWGmqHmPYTv,https://www.google.com/maps/search/?api=1&query=Ninethirty+by+Awfully+Chocolate
No Signboard Seafood (Esplanade Mall),"8 Raffles Ave, # 01-14 16 Esplanade, Singapore 039802",1.2891594,103.855659,"Chinese, Seafood, Local",ATtYBwIl-9DUnxn5TSY763YiPyoKNlhhictll_5dPYICzIgjT8IJq62D8en7yn937EyOp5bSebYxGzjbVry9oel_ApPO47iOpsbI-M5BRlOx2bvf2VljzSXOVU-yhCj1qdIwVBBBTjjsB3vroJE0VIhRkCIqKcDF-5PArTsVBovzKeddBkaF,https://www.google.com/maps/search/?api=1&query=No+Signboard+Seafood+%28Esplanade+Mall%29
No Signboard Seafood (VivoCity),"1 HarbourFront Walk, #03-02 Vivo City, Singapore 098585",1.2644023,103.8225522,"Chinese, Seafood, Vegetarian Friendly, Dim Sum",ATtYBwI28-xHlxdOE7o73jkgpadCERQ3CUYGp9sw8uC7IIRbCevLV1qfZkxw0S8d-BFDCfmEZZVww50HGRYHUK76-PBojLTfQ0wKh27aeJfzFLgS7niA10Vb9xtYx3VsmuwvkqWzadJgmU4WuiUOWBiArNcQHAMclAy_TtMn5Rse4HxxV-Zn,https://www.google.com/maps/search/?api=1&query=No+Signboard+Seafood+%28VivoCity%29
NOKA by Open Farm Community,"130E Minden Rd, Singapore 248819",1.3058298,103.8155908,"Japanese, Vegetarian Friendly",ATtYBwLlvadGfpxHY6y3Z8zrQ7ipa2aIB98s8FWTc-b8l8qWbouiciH-zpsX9ea2zXjT7YBj_HMBUt3FEv_E7h0vDguKmtvSVQC-cUWRLw9ZRHDpXxax3COKA6AMo2ltJkaxxY4wJy73xgIgBFmxd_cQY1_gbeLfIa0gbtg5dvUnPHqvrTb1,https://www.google.com/maps/search/?api=1&query=NOKA+by+Open+Farm+Community
The Nomads,"70 Telok Ayer St, #01-01, Singapore 048462",1.2831222,103.848832,"Modern European, Fusion, Modern Asian",ATtYBwIm7Aq2auOHOxTrazUjIF3IWfotcpJ8thYXk0fjdMKOxpKBmzlGKsFMKrgfaNc5MSshu95XW0GiGFFjzB_1zcczk6f3cko4fV-HImsgGp-hv_Kq5GTdeTPGpL57ZSD7b3H-1P510xOWjtC0zBuy-j3HUQDSolhBZN7aDD-Z81q_bpzT,https://www.google.com/maps/search/?api=1&query=The+Nomads
Noodle Thai Thai Kitchen @ Beach Road,"327 Beach Rd, Singapore 199560",1.301148,103.861161,"Thai, Vegetarian Friendly",ATtYBwKnGQD2dIBRq29WFGaDO7Njyjx_qTXEcIFJwjQnbUkK0r4jCKG4MMHs_R0FscvtqRMowccUTJYBQI0xEnsglkBZnmNpSDoISFpNWc9gQFmWy8f4LkuIrYcycltYmd_FQDCFW4JcTkwXauqJYgIvJH9sE-h3cTpa_V4KizJh1CusrOam,https://www.google.com/maps/search/?api=1&query=Noodle+Thai+Thai+Kitchen+%40+Beach+Road
Noosh Noodle Bar and Grill,"8 Raffles Ave, #01-13B Esplanade Mall, Singapore 039802",1.2895133,103.8563984,"Fusion, Local, Cafe",ATtYBwKh4XJRrPahsVYv0x9EzHPVkMfLt7gkmm3kkBJoJ61hzX_680DbUZHf4Lzc13fJEwg1enudXZc_qO27gLgU_n1cA3yH821L-4JjJyMKL2FDGONc3Yhr_mYZXZuxAoaYZPQQ1F3K4PhmhcqNcsUjIo-o1qqJ2GDbPPhHPyoBIQ8Uzb0P,https://www.google.com/maps/search/?api=1&query=Noosh+Noodle+Bar+and+Grill
NOX - Dine in the Dark,"269 Beach Rd, Singapore 199546",1.3006306,103.8601837,"French, Fusion, Vegetarian Friendly",ATtYBwJBcchm3vVS_uriXtgVebu2-R9Q5061Omue0eYvZLzN0rPSWrEgn_9O_wMYwrvHy4ljDXS2Dat_-uh8NUqsgh6XsV7WdXafzfE41Y1xb06ankjBIfDTNRuoDH2aTuvQkKNOH0dfsRZrWx2887FEadNBEzDhUkEAK-lCiEvQKwYwvAKI,https://www.google.com/maps/search/?api=1&query=NOX+-+Dine+in+the+Dark
Nozomi by Yoshi,"9 Raffles Boulevard Millenia Walk #02-06, Singapore 039596",1.2920715,103.859851,Japanese,ATtYBwJ0YywB9M3fBeIgYFYFILKIbRaRRWR83z0FyJUqf2OVrPxFfuIzt-x87YJImDJ6HjjxdPDTCr9FpJkrUL0ykv3sbyayQ_i7n9ElSwqIInpYpRenSLGPj_6iE4z0BFPQWJJMkpVmkTGGVLPy6OTZUhBsSNkfpnBRaMUe7Y_jU-701Xji,https://www.google.com/maps/search/?api=1&query=Nozomi+by+Yoshi
Nozomi by Yoshi (Delivery),"9 Raffles Boulevard Millenia Walk #02-06, Singapore 039596",1.2920715,103.859851,Mon-Sun: 12:30-9pm,ATtYBwI-RpQr8b7YqBthPJXsRzQklrDnC_vm1Hx5OOJ34q9XlHsOGUGj4Fsl8FD1pLY1hmYRDED5NhYelgM8K_opEKPHSeNrwuI-8-SeFwD0UjXkQcdjjr5ldKzSOvuTSoT7_msrsrk_jRsWEPwdLSKBH_lf98beoc0v5WebV721uK-kddO1,https://www.google.com/maps/search/?api=1&query=Nozomi+by+Yoshi+%28Delivery%29
Nutmeg & Clove,"8 Purvis St, Singapore 188587",1.2966128,103.855106,Bar,ATtYBwISViwNIFmCunUQP_DvdEsRLO_J71qFlrssLtCqTt4B5FntSyoaLa--K6F80QSuj0KEdEJybxKWEJsxA_Z_btyBeRiRKYDVq1eeK5m3o16qfEf8CQ0sxCbrJJrHIIwz5dnJmJbTPp8E6arUur4z0j-W6sr5MwUyldtdimMV7CJ1jotn,https://www.google.com/maps/search/?api=1&query=Nutmeg+%26+Clove
